# maelstrom - GimmeMotifs version 0.16.1
# method: rf with motif score
# motif table: /home/ia1014/gimmemotifs/output/shared.out/motif.nr.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	FOXG1	NeuroD1	shared
GM.5.0.SAND.0005	-0.002680518585496582	-0.005248512038273232	0.002291510593834589
GM.5.0.Unknown.0173	-0.002680214968808435	-0.007367335776868841	0.0028450711745045456
GM.5.0.SMAD.0002	-0.005422620727228183	0.0024193766313863625	0.006087057291394763
GM.5.0.RFX.0009	-0.0024953966013234697	-0.00272066456357615	0.005236727433620886
GM.5.0.bHLH.0137	-0.06253393798071574	0.02378104145009969	0.0222199050660155
GM.5.0.bZIP.0017	-0.0021868372654381698	-0.004236230268232706	0.00263670714885459
GM.5.0.Unknown.0004	-0.006934652584118743	-0.002680141960106448	0.00609183351261075
GM.5.0.Ets.0046	-0.0017059023274545596	-0.005231993554739981	0.0012072454706992884
GM.5.0.MADS_box.0017	-0.00227200519406218	-0.0024351797062554313	0.002461641791969581
GM.5.0.Homeodomain.0079	-0.002136411189608402	-0.003179023713100366	0.002126323543052912
GM.5.0.CENPB.0001	-0.002504139523341831	-0.0047162292623798355	0.0023481826149334252
GM.5.0.Homeodomain.0074	-0.002242776232687094	-0.0036188470669563603	0.002879922990476508
GM.5.0.bZIP.0096	-0.002369728405557699	-0.0025475420949086385	0.00218921455195669
GM.5.0.Homeodomain.0119	0.0020310766727908475	0.004883779719514592	0.002034932540014868
GM.5.0.Homeodomain_POU.0002	-0.0021917727286599915	-0.0029369000424752916	0.0038883483682384057
GM.5.0.bHLH.0045	-0.05874672792652008	0.024460594263010525	0.021240406398730562
GM.5.0.THAP_finger.0005	-0.0024896142965655722	-0.002847439442851667	0.0036248649661582617
GM.5.0.bZIP.0089	-0.0028573231755450006	-0.0048997087895330145	0.0023250636753268015
GM.5.0.Homeodomain.0169	-0.0021940017787585968	-0.0030665971725387913	0.008900052972908537
GM.5.0.RFX.0003	-0.002375035605723097	-0.0024171480042967865	0.0024599715363155445
GM.5.0.Mixed.0010	-0.002629488271899498	-0.002875361164596853	0.0025996460121998867
GM.5.0.C2H2_ZF.0064	-0.009644744783151894	-0.003097062310881481	0.0036191289678192996
GM.5.0.C2H2_ZF.0226	-0.0022145265475028725	-0.0026240630491279086	0.0022730570260345484
GM.5.0.MADS_box.0002	-0.0023842530809517247	-0.002992898243464857	0.003868411205250477
GM.5.0.Homeodomain.0045	-0.002251011270412342	-0.0031031309156526817	0.007082989331883803
GM.5.0.SMAD.0012	-0.0031486806913923193	-0.005387221856412114	0.0026812503694514603
GM.5.0.Unknown.0064	0.0036936380544905236	-0.00630565990474359	0.002910751155835112
GM.5.0.Homeodomain.0178	-0.0030280427243949072	-0.002039771191991193	0.005453271339501717
GM.5.0.Unknown.0124	-0.0018943833593108997	-0.00222610725635786	0.0016587522944505454
GM.5.0.RFX.0018	-0.003042155228799691	-0.002611640882238418	0.0024480517666514837
GM.5.0.SAND.0004	0.0017241604638459915	0.0020941577585061634	0.0021409397984008464
GM.5.0.Forkhead.0043	0.001685991707841915	-0.0014199277429028559	0.000606308729816315
