# maelstrom - GimmeMotifs version 0.16.1
# method: hypergeom with motif count
# motif table: /home/ia1014/gimmemotifs/output/stratified.out/motif.nr.count.txt.gz
# activity values: -log10-transformed, BH-corrected hypergeometric p-values
	3' UTR	5' UTR	Distal Intergenic	Downstream (<1kb)	Downstream (1-2kb)	Downstream (2-3kb)	Exon	Intron	Promoter (<=1kb)	Promoter (1-2kb)	Promoter (2-3kb)
GM.5.0.Myb_SANT.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.241307674319955	20.64467696763675
GM.5.0.C2H2_ZF.0078	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.77767435475918	43.51510133124187
GM.5.0.Unknown.0176	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.TBP.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Sox.0031	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.THAP_finger.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	67.25966932545093	18.19376699450226
GM.5.0.SMAD.0014	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.04323659663058	48.67135927813471
GM.5.0.Homeodomain.0079	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Nuclear_receptor.0109	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	54.04052286533367	28.763618026386883
GM.5.0.Unknown.0181	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	54.8045865060068	38.332560997472875
GM.5.0.Mixed.0029	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.51216176095989	27.83236767059296
GM.5.0.C2H2_ZF.0317	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.012914367960096	32.11580423118446
GM.5.0.bZIP.0089	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	1.5299449489476435	48.90208544755195	20.445569203514808
GM.5.0.C2H2_ZF.0035	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.83885062348956	29.588069073344244
GM.5.0.bZIP.0020	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.31487539912377	19.023505251726252
GM.5.0.Forkhead.0050	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.57809594863342	38.332560997472875
GM.5.0.Ets.0046	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0208	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.56404765906852	18.279314666254155
GM.5.0.C2H2_ZF.0173	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.45328868941798	36.60380181115819
GM.5.0.E2F.0020	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.8537714883148	18.98379240463938
GM.5.0.ARID_BRIGHT.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Sox.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.GATA.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.SMAD.0015	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.85253597046196	34.258230749794315
GM.5.0.AT_hook.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0052	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.14846845176696	31.352129233251322
GM.5.0.bHLH.0085	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.38701197126746	47.738207945564625
GM.5.0.IRF.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.873435289569837	21.20467806695651
GM.5.0.Homeodomain.0198	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.4552868346078	43.30135538373829
GM.5.0.Mixed.0050	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.808523515022586	26.735708916417952
GM.5.0.Homeodomain.0052	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.33631596340764	38.07021324631359
GM.5.0.bHLH.0119	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	56.58650786524271	33.31524309811459
GM.5.0.bZIP.0034	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	54.37713924153597	29.644410040507275
GM.5.0.C2H2_ZF.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	67.82870720114873	18.501114809241727
GM.5.0.Unknown.0057	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.032958367485445	39.120047560030024
GM.5.0.Homeodomain.0122	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.118313772812588	42.11601647529871
GM.5.0.Unknown.0056	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.400379898162704	34.258230749794315
GM.5.0.Nuclear_receptor.0094	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	59.69338709800893	50.331674478449436
GM.5.0.SAND.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.17842083749635	14.047623413806372
GM.5.0.C2H2_ZF.0210	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bZIP.0041	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	75.19019991936027	43.133949441593835
GM.5.0.Mixed.0074	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.84853224391496	33.92503360496178
GM.5.0.Homeodomain.0181	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.85210983543877	32.380444182299684
GM.5.0.Unknown.0036	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.24463566875071	42.021638459225244
GM.5.0.Unknown.0200	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.2373430453719095	72.32515452919444	29.90557224133839
GM.5.0.Nuclear_receptor.0145	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.88009340174359	40.381438478088256
GM.5.0.Ets.0035	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	65.27939852137709	26.852186936425483
GM.5.0.Ets.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.617885908278247	30.234899715121465
GM.5.0.Unknown.0139	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.74450558659426	20.77099743271332
GM.5.0.Homeodomain.0151	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.602926772383825	43.495717362298116
GM.5.0.bZIP.0092	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.44147120583878	43.146567199219014
GM.5.0.C2H2_ZF.0105	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	22.874593888574488	10.282892348086284
GM.5.0.C2H2_ZF.0170	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	44.884541519696214	32.23422294218842
GM.5.0.bHLH.0104	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.03320210320431	40.52501195713496
GM.5.0.C2H2_ZF.0228	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	76.35734159157096	21.28871205232469
GM.5.0.C2H2_ZF.0229	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.02413265484018	30.96092232119895
GM.5.0.Forkhead.0044	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.07858143158455	49.36788745635529
GM.5.0.Homeodomain.0168	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.85253597046196	25.496934765053133
GM.5.0.Unknown.0140	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.695731149692115	22.44107880249683
GM.5.0.Nuclear_receptor.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	74.79032634503959	38.42004487286637
GM.5.0.Homeodomain.0183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	87.3336752457352	66.94780417398904
GM.5.0.C2H2_ZF.0046	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.81965936852377	23.996457172518788
GM.5.0.RFX.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.978440757088684	40.96011251422268
GM.5.0.Forkhead.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.84139655744052	35.61401542537275
GM.5.0.MADS_box.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.06178926245496	23.86582029785896
GM.5.0.bZIP.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.50184791917156	45.57049269242448
GM.5.0.MADS_box.0018	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	19.78764610055276	35.880400068464304
GM.5.0.Homeodomain.0037	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.292458089516945	26.488849896136202
GM.5.0.MBD.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.882685708906992	53.04795197781865	12.602910653128728
GM.5.0.Homeodomain.0074	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.88522721687623	27.650187320551826
GM.5.0.Homeodomain.0145	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.38701079293433	50.98446922270755
GM.5.0.bZIP.0016	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.91046752973943	48.1866271627976
GM.5.0.Forkhead.0015	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.05088670984534	42.957651354594475
GM.5.0.Homeodomain.0136	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	78.6781437374459	66.45515968706772
GM.5.0.Homeodomain.0077	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	85.26006744818649	37.215476267479545
GM.5.0.C2H2_ZF.0271	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.50910658645828	26.36180183546031
GM.5.0.Rel.0020	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.673550989816974	47.25697169312766
GM.5.0.bZIP.0080	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.4185761127858171	62.55715183394648	22.993687846764182
GM.5.0.C2H2_ZF.0243	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	78.21340581430765	42.34402670411279
GM.5.0.Mixed.0063	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	56.91735021363053	34.792973171857504
GM.5.0.SMAD.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	60.11924754905666	20.445569203514808
GM.5.0.E2F.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.82805299138132	12.126035652001914
GM.5.0.bZIP.0096	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.680581780567366	29.32505443707876
GM.5.0.bZIP.0073	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	68.04411918118174	42.770542449603184
GM.5.0.Unknown.0011	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.913581251348845	25.631476744731806
GM.5.0.MADS_box.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	66.77100954258212	42.84293002058781
GM.5.0.Homeodomain.0056	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	96.61469091414023	88.44825034212224
GM.5.0.Forkhead.0028	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	64.85291729839007	14.503043834645961
GM.5.0.SAND.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0050	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.58441540369857	44.6962466712528
GM.5.0.RFX.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	59.747712674698505	46.00591915752786
GM.5.0.Unknown.0110	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	44.961713583622156	27.525578945175806
GM.5.0.Forkhead.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	75.07956900060671	57.367398360219866
GM.5.0.SMAD.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.MADS_box.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.83287309269427	45.39361372214016
GM.5.0.Nuclear_receptor.0121	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	80.35067112366936	42.233007004783985
GM.5.0.bHLH.0028	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	80.24111858602032	55.13840542568902
GM.5.0.Homeodomain.0138	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0173	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0072	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.0386192276097	50.121276878975436
GM.5.0.bZIP.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	98.36103101481491	49.781663618958866
GM.5.0.C2H2_ZF.0221	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	61.21171161666833	90.75743136039009
GM.5.0.Homeodomain.0129	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.14163696212001	46.55579695562385
GM.5.0.Unknown.0198	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	73.78597873015426	42.23126212547132
GM.5.0.Forkhead.0013	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.2881147989294	41.94184570969623
GM.5.0.Mixed.0084	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	64.88608326797423	8.221510727572948
GM.5.0.RFX.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	87.30828351195822	56.78616987930111
GM.5.0.C2H2_ZF.0064	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	126.5641518623084	71.7248193163681
GM.5.0.bZIP.0013	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	91.74045881047246	79.78558491332618
GM.5.0.bHLH.0137	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	77.04595946938356	68.97389352457677
GM.5.0.bHLH.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	110.62256779150808	91.90200710347656
GM.5.0.RFX.0018	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	97.12572720769288	80.86274915838115
GM.5.0.Forkhead.0043	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
